audit_id,audit_date,department_name,finding,severity,status,manager_id,project_id
398,2026-01-27,Operations,Large at civil.,Critical,In Review,47,174
399,2026-03-27,Logistics,Former race always cause put reduce.,Medium,In Review,350,380
400,2026-03-11,Analytics,South growth argue call against relate.,Critical,In Review,349,203
401,2026-03-22,Veterinary,Room talk officer sign.,Low,Open,172,168
402,2026-03-05,Operations,Early take money theory.,Medium,Open,164,151
403,2026-03-31,Logistics,Couple common choose stop may.,Critical,In Review,379,166
404,2026-03-26,Analytics,Never value security during.,High,Closed,106,163
405,2026-03-05,Veterinary,Back staff research force.,Medium,In Review,338,485
406,2026-02-16,Operations,General relationship work walk various.,Medium,Open,74,182
407,2026-02-27,Logistics,Reality structure why Republican.,Low,In Review,188,327
408,2026-02-14,Veterinary,Wide each for fact.,Low,In Review,251,352
409,2026-02-08,Veterinary,Her oil rise ready fast.,High,Open,419,244
410,2026-01-03,Operations,Better material player another.,Critical,Open,215,94
411,2026-01-10,Veterinary,Short be side short sister song.,High,In Review,250,295
412,2026-03-10,Veterinary,Reach act light whatever partner cold.,High,Open,6,34
413,2026-02-25,Veterinary,Performance majority possible character him officer.,Low,In Review,244,348
414,2026-03-17,Operations,Help individual candidate.,Critical,Closed,475,371
415,2026-01-08,Analytics,Us wind quickly the.,Critical,Open,179,105
416,2026-01-26,Logistics,Thus protect seat yes idea market.,High,In Review,264,152
417,2026-02-12,Veterinary,Congress statement while our.,Medium,In Review,311,348
418,2026-03-22,Analytics,Two house interesting provide very population.,High,Open,184,101
419,2026-04-05,Logistics,Line imagine under some.,Low,Open,462,6
420,2026-04-11,Analytics,Alone live treatment shake.,High,Open,247,95
421,2026-04-09,Operations,Series dinner I list entire.,Low,Open,138,80
422,2026-03-20,Veterinary,With call this research probably.,Critical,Open,46,228
423,2026-02-06,Operations,Near easy spend wear.,Critical,In Review,168,129
424,2026-02-07,Analytics,Half world sense quality.,Medium,Closed,318,284
425,2026-02-15,Veterinary,Might back eight remember article.,High,In Review,334,110
426,2026-02-13,Analytics,Whether approach what know.,Medium,In Review,451,107
427,2026-02-12,Logistics,Situation during remember color speech.,Critical,In Review,205,209
428,2026-03-07,Operations,Third test PM hit whatever also.,High,Closed,456,357
429,2026-01-22,Veterinary,Success someone although.,High,Closed,429,297
430,2026-03-09,Operations,Those north theory born type move.,Medium,Open,393,141
431,2026-03-22,Operations,One chair source think.,Low,In Review,361,258
432,2026-03-02,Operations,Science value property.,High,Closed,329,61
433,2026-04-02,Operations,Special whether often soon.,Critical,In Review,216,269
434,2026-02-08,Operations,Door guess owner world.,Medium,In Review,255,134
435,2026-02-05,Veterinary,Beautiful clearly speak seek.,Low,Closed,78,170
436,2026-03-09,Veterinary,Carry own policy.,Medium,Closed,211,143
437,2026-02-11,Veterinary,Road view feel.,Low,Open,86,323
438,2026-02-19,Analytics,Option several professor suffer provide suggest.,Low,Open,292,288
439,2026-01-07,Analytics,Suddenly total itself recent knowledge.,Medium,In Review,195,162
440,2026-03-20,Operations,Hundred former management serve.,Medium,Open,438,195
441,2026-03-17,Logistics,Pattern approach act risk market visit.,High,Open,395,366
442,2026-01-08,Analytics,List mention game.,Low,Closed,6,367
443,2026-01-04,Logistics,Now teacher necessary cover evening during.,Medium,Closed,175,256
444,2026-02-03,Veterinary,Campaign executive hotel science.,Medium,Closed,498,341
445,2026-03-06,Veterinary,Enjoy why someone several around.,High,Open,7,106
446,2026-02-15,Analytics,Direction appear real drug.,High,In Review,330,279
447,2026-02-27,Logistics,Ago produce receive direction prepare.,High,In Review,189,313
448,2026-03-12,Veterinary,Involve board cost consumer over follow.,High,In Review,286,449
449,2026-01-16,Logistics,Beautiful fear indicate.,Low,In Review,475,239
450,2026-01-02,Analytics,Loss want understand move finish.,Critical,In Review,446,251
451,2026-01-25,Logistics,Fire approach people scene best worker.,High,Open,423,497
452,2026-02-08,Operations,Material class building gas.,Low,Open,35,415
453,2026-01-27,Veterinary,Can along seem daughter true fast.,Medium,Closed,221,241
454,2026-01-18,Veterinary,Fast quality shake.,Low,Open,102,380
455,2026-04-08,Logistics,Lay set everyone population order.,Low,In Review,401,394
456,2026-01-04,Veterinary,Yeah win worry senior report owner.,Low,Closed,450,265
457,2026-01-12,Logistics,Congress establish but notice cultural tree.,Critical,In Review,396,332
458,2026-02-05,Veterinary,Pretty consumer almost require.,Critical,Open,95,429
459,2026-04-02,Analytics,Information save process.,Medium,In Review,426,407
460,2026-02-20,Analytics,It seven wonder until.,Critical,Open,352,46
461,2026-04-02,Operations,Lay sit meeting family shoulder wide.,Medium,Closed,382,284
462,2026-01-13,Operations,Plan suffer say church keep.,Medium,In Review,327,336
463,2026-03-19,Operations,Race itself close condition family focus.,Low,In Review,340,97
464,2026-03-29,Analytics,Summer across few fill story.,Critical,In Review,89,450
465,2026-01-18,Operations,Require college and whom.,Critical,Closed,494,429
466,2026-02-26,Veterinary,Quite effect reduce.,Critical,Closed,309,350
467,2026-01-05,Analytics,Answer write pattern consider.,Medium,Open,147,381
468,2026-02-01,Veterinary,Yourself accept put difficult carry.,Critical,Closed,200,24
469,2026-02-01,Veterinary,Recognize enter hear.,Medium,Closed,353,399
470,2026-01-07,Analytics,Which maybe standard.,Critical,In Review,283,142
471,2026-01-19,Analytics,None contain high evening bar.,High,Closed,36,375
472,2026-02-10,Veterinary,Good mind once support forward.,High,In Review,129,141
473,2026-01-24,Veterinary,Serve security reveal room.,High,Open,5,72
474,2026-02-10,Analytics,Environment figure represent stock.,Critical,In Review,351,250
475,2026-04-03,Logistics,Hear effect reality member.,High,Closed,5,63
476,2026-03-26,Veterinary,Stock through close.,Medium,Open,346,89
477,2026-04-09,Analytics,Himself miss pressure include serious.,Medium,In Review,120,200
478,2026-01-14,Veterinary,Animal smile development eat practice second.,Low,Closed,294,45
479,2026-04-02,Operations,Table budget indeed draw item interesting.,Medium,Open,271,121
480,2026-02-06,Analytics,Case step husband.,Medium,Closed,480,495
481,2026-03-17,Analytics,Though capital front.,Medium,Closed,97,478
482,2026-02-22,Veterinary,Speech agency speech concern either.,Critical,Closed,132,350
483,2026-04-06,Logistics,Evening charge might mean not.,Low,In Review,300,9
484,2026-03-02,Analytics,Set very easy.,Critical,Open,94,258
485,2026-03-29,Analytics,Nice glass indicate.,Medium,Closed,31,164
486,2026-02-28,Analytics,Talk second idea collection.,High,Closed,201,50
487,2026-01-11,Veterinary,Eat well character prepare.,Critical,Open,7,199
488,2026-04-11,Logistics,Carry check home recognize.,High,Open,57,245
489,2026-02-02,Analytics,Visit PM option at church fear.,Critical,In Review,213,217
490,2026-02-05,Veterinary,Seat difficult method.,Medium,Open,248,380
491,2026-01-03,Analytics,Practice life behavior education myself.,High,Closed,357,86
492,2026-02-25,Operations,Mission develop consumer official.,Medium,Open,497,371
493,2026-02-11,Operations,Crime his history career to.,Medium,In Review,95,171
494,2026-03-13,Veterinary,Head worker industry including.,Low,In Review,222,181
495,2026-03-09,Analytics,Big social call.,High,Closed,204,402
496,2026-02-13,Operations,Long cell section start either threat.,Low,In Review,367,130
497,2026-03-08,Analytics,Learn already response store close evening.,Low,In Review,57,340
498,2026-03-31,Logistics,Worker doctor suddenly everything interview.,High,In Review,258,64
499,2026-01-18,Veterinary,Trial environment night leg.,Critical,Open,424,476
500,2026-02-27,Analytics,Bag different science often.,Critical,In Review,381,152
501,2026-03-23,Logistics,Condition the imagine.,High,Open,196,246
502,2026-01-27,Veterinary,Concern region page knowledge rate.,Medium,Open,271,380
503,2026-02-25,Veterinary,Entire together training get available wonder.,Critical,Closed,200,77
504,2026-04-03,Veterinary,Hand positive a.,Critical,In Review,151,497
505,2026-03-08,Analytics,By stuff nature skill.,Medium,In Review,38,169
506,2026-02-17,Analytics,Parent weight pull.,Low,In Review,206,388
507,2026-03-24,Analytics,National look beautiful.,Medium,Closed,98,204
508,2026-01-30,Analytics,Key quite nice so through movie.,Low,Open,401,216
509,2026-03-29,Veterinary,Protect color operation firm eye.,Low,In Review,185,51
510,2026-02-11,Logistics,After act difficult skill both which.,Low,Closed,350,405
511,2026-04-08,Analytics,Heavy young rich.,Critical,Open,433,422
512,2026-02-24,Analytics,In production data democratic.,Medium,Open,272,297
513,2026-04-03,Veterinary,Indeed health good treatment.,High,Closed,37,320
514,2026-03-14,Analytics,Bag hard thus this.,High,Open,160,309
515,2026-02-20,Analytics,Hope well significant.,High,Open,170,290
516,2026-04-01,Analytics,Rate tell up set.,High,Open,477,374
517,2026-01-02,Operations,Artist serious central assume many least.,Low,Open,151,164
518,2026-02-02,Analytics,Player happy when.,Critical,Open,228,307
519,2026-02-09,Logistics,Store environmental bring nation.,Medium,In Review,95,380
520,2026-03-12,Logistics,Until letter material important class push bad.,Critical,Closed,213,53
521,2026-03-06,Veterinary,All dark live over movement real.,Low,Closed,360,175
522,2026-01-23,Operations,Act must owner official nor past fight.,Medium,Closed,374,70
523,2026-02-03,Veterinary,Article offer name mention better use.,High,Open,209,326
524,2026-03-06,Operations,Dark six process the.,Medium,Closed,196,10
525,2026-02-21,Logistics,Head realize organization.,Low,Closed,135,65
526,2026-03-28,Analytics,Rule sign discover happy consider beautiful.,Medium,Open,172,325
527,2026-03-08,Operations,Generation opportunity perform culture.,High,Open,186,110
528,2026-03-27,Logistics,Lay whole learn right site entire.,Low,Closed,292,379
529,2026-03-10,Operations,Nothing painting expect research pull.,Critical,Closed,244,73
530,2026-01-03,Veterinary,Team culture million five stop.,Low,In Review,326,340
531,2026-01-10,Veterinary,Change until start stand apply.,Medium,In Review,298,144
532,2026-03-19,Logistics,Reason place sit.,High,Closed,210,183
533,2026-04-11,Veterinary,Subject recognize catch difference something.,Low,Open,494,160
534,2026-01-01,Logistics,Network project help.,Low,In Review,262,95
535,2026-01-09,Analytics,Imagine condition stock medical.,Critical,Closed,283,397
536,2026-02-12,Veterinary,Interest mother common.,High,Closed,25,220
537,2026-01-10,Analytics,Travel base spring.,High,Open,64,91
538,2026-03-19,Logistics,Fear parent treatment information serious.,Low,Open,14,12
539,2026-02-28,Logistics,Thought send recently two skin indeed.,Low,Open,182,163
540,2026-02-17,Logistics,Hold always college.,High,In Review,160,321
541,2026-01-12,Operations,Situation house simply story attorney leader.,High,Open,271,355
542,2026-02-10,Analytics,Life form those nature there west.,Critical,In Review,81,353
543,2026-01-08,Operations,Others rise speech material million subject.,Low,Closed,407,3
544,2026-02-03,Veterinary,Left style hard.,Critical,In Review,65,56
545,2026-01-21,Analytics,Security onto police grow subject door.,Low,Closed,165,395
546,2026-03-29,Analytics,Finish drug up.,Medium,Closed,192,90
547,2026-01-19,Analytics,Camera participant when pretty why.,Critical,Open,338,434
548,2026-03-28,Veterinary,Election source industry spend.,High,Closed,381,299
549,2026-01-14,Analytics,Clearly material paper others.,Low,Closed,368,485
550,2026-04-03,Analytics,Hair heavy east push and.,Low,Open,236,322
551,2026-01-05,Logistics,Director everybody together here hit quality.,Critical,Open,448,379
552,2026-04-12,Analytics,Drive ten painting.,Critical,In Review,414,248
553,2026-04-06,Operations,Check minute go very medical.,Low,Open,477,190
554,2026-02-25,Operations,Thing picture price.,High,Open,299,183
555,2026-01-03,Logistics,Hear rule tell side himself go author.,Low,In Review,456,230
556,2026-03-03,Veterinary,Rise site leave poor they.,Critical,Closed,334,291
557,2026-04-10,Logistics,Sure evidence minute guy seek.,Low,Open,259,234
558,2026-03-08,Analytics,Popular pass old.,Critical,Open,4,222
559,2026-02-06,Operations,Member body support analysis summer agent result.,High,In Review,27,342
560,2026-02-27,Analytics,Goal white after call not until.,Low,Closed,372,223
561,2026-01-30,Analytics,Everyone manage box deep somebody able.,Medium,Closed,32,169
562,2026-04-09,Analytics,Human several operation.,Low,In Review,154,177
563,2026-02-04,Logistics,Good experience value I.,Low,Closed,465,181
564,2026-01-21,Logistics,Remember necessary building relationship clearly.,High,Closed,30,468
565,2026-04-12,Veterinary,Church ability star as past.,Critical,Closed,199,146
566,2026-03-27,Logistics,Identify team body box run.,High,Open,208,311
567,2026-01-27,Veterinary,Citizen certain voice current continue.,Critical,Open,487,162
568,2026-02-23,Operations,Cost energy miss federal.,Critical,Open,317,248
569,2026-03-25,Analytics,Strategy election ask role hope claim determine.,High,Closed,136,248
570,2026-01-10,Veterinary,Name leader long expert discussion.,High,Open,346,19
571,2026-03-18,Logistics,One fly who.,High,Closed,121,126
572,2026-01-05,Logistics,Three center really those half.,Critical,Open,69,487
573,2026-01-09,Operations,Later positive gun.,High,In Review,388,281
574,2026-02-13,Logistics,Program human successful magazine government rest.,Low,Closed,174,3
575,2026-04-10,Logistics,Cell scene star discover or leave.,Medium,Open,324,286
576,2026-01-06,Operations,Then clearly own number late.,Critical,Closed,135,43
577,2026-04-12,Logistics,Artist food and my over.,Low,Closed,440,454
578,2026-01-01,Analytics,Surface control discuss will.,High,Open,172,470
579,2026-04-09,Veterinary,Car economy team fast.,Critical,In Review,156,148
